year,month,yyyymm,sido,passenger_private,passenger_total,van_private,van_total
2023,10,202310,서울,2649600,2775115,73036,91742
2023,10,202310,부산,1163388,1287133,29484,37019
2023,10,202310,대구,1030380,1060353,22503,27434
2023,10,202310,인천,1240068,1476304,31661,39961
2023,10,202310,광주,591658,606494,14389,17312
2023,10,202310,대전,588434,610932,14591,17388
2023,10,202310,울산,499538,507688,10657,13081
2023,10,202310,세종,173956,175406,3391,4131
2023,10,202310,경기,5341003,5425805,147445,183847
2023,10,202310,충북,715191,734063,22361,27260
2023,10,202310,충남,944714,960225,31208,37786
2023,10,202310,전북,745113,760818,24230,29591
2023,10,202310,전남,743844,941672,27008,37074
2023,10,202310,경북,1136615,1152813,36639,43724
2023,10,202310,경남,1463802,1577326,38743,47906
2023,10,202310,제주,323839,593153,10262,17372
2023,10,202310,강원,653083,667494,20969,25700
2023,11,202311,서울,2651052,2775702,72616,91274
2023,11,202311,부산,1165687,1290007,29341,36832
2023,11,202311,대구,1032296,1062338,22418,27335
2023,11,202311,인천,1245086,1475439,31608,39857
2023,11,202311,광주,593082,607852,14361,17286
2023,11,202311,대전,589819,613525,14542,17337
2023,11,202311,울산,500575,508703,10568,13005
2023,11,202311,세종,174174,175616,3377,4128
2023,11,202311,경기,5356310,5444186,147013,183301
2023,11,202311,충북,716527,735629,22234,27150
2023,11,202311,충남,947366,962926,31120,37711
2023,11,202311,전북,746752,762418,24087,29427
2023,11,202311,전남,745730,944627,26949,36951
2023,11,202311,경북,1138496,1154629,36590,43676
2023,11,202311,경남,1467927,1583083,38639,47769
2023,11,202311,제주,324780,593670,10249,17293
2023,11,202311,강원,654084,668521,20858,25566
2023,12,202312,서울,2652134,2776116,72388,91067
2023,12,202312,부산,1167693,1292329,29252,36727
2023,12,202312,대구,1033550,1063558,22380,27334
2023,12,202312,인천,1249631,1479450,31564,39839
2023,12,202312,광주,593809,608506,14339,17261
2023,12,202312,대전,590452,615253,14513,17304
2023,12,202312,울산,500879,509101,10515,12957
2023,12,202312,세종,174359,175842,3364,4115
2023,12,202312,경기,5366150,5453454,146559,183055
2023,12,202312,충북,717131,736525,22185,27081
2023,12,202312,충남,949297,964793,31039,37621
2023,12,202312,전북,747567,763156,24039,29395
2023,12,202312,전남,746993,947466,26896,36861
2023,12,202312,경북,1139539,1155680,36498,43557
2023,12,202312,경남,1469869,1585602,38571,47684
2023,12,202312,제주,325588,594139,10237,17239
2023,12,202312,강원,654653,669232,20780,25477
2024,1,202401,서울,2653110,2776742,72085,90744
2024,1,202401,부산,1169380,1294599,29143,36638
2024,1,202401,대구,1034493,1064655,22328,27277
2024,1,202401,인천,1252764,1481533,31498,39817
2024,1,202401,광주,594894,609723,14315,17226
2024,1,202401,대전,591708,617649,14483,17276
2024,1,202401,울산,502113,510320,10507,12939
2024,1,202401,세종,174856,176339,3347,4096
2024,1,202401,경기,5378167,5465870,146076,182565
2024,1,202401,충북,718865,738233,22101,26988
2024,1,202401,충남,952650,968245,31038,37628
2024,1,202401,전남,749201,949208,26851,36648
2024,1,202401,경북,1142089,1158178,36438,43458
2024,1,202401,경남,1473098,1588786,38543,47646
2024,1,202401,제주,326019,594189,10213,17200
2024,1,202401,강원,655952,670486,20711,25410
2024,1,202401,전북,749229,764786,23998,29357
2024,2,202402,서울,2653703,2776324,71854,90529
2024,2,202402,부산,1170096,1295980,29050,36552
2024,2,202402,대구,1034742,1064873,22273,27215
2024,2,202402,인천,1255546,1483191,31456,39771
2024,2,202402,광주,595519,610325,14271,17170
2024,2,202402,대전,592136,618553,14488,17280
2024,2,202402,울산,502810,511024,10480,12921
2024,2,202402,세종,175327,176807,3346,4106
2024,2,202402,경기,5385129,5472699,145460,181920
2024,2,202402,충북,719897,739158,22059,26927
2024,2,202402,충남,955196,970793,31046,37612
2024,2,202402,전남,750671,950705,26807,36528
2024,2,202402,경북,1144126,1160195,36429,43460
2024,2,202402,경남,1475671,1592327,38527,47562
2024,2,202402,제주,326653,593940,10190,17164
2024,2,202402,강원,657028,671513,20660,25375
2024,2,202402,전북,750499,765931,23986,29339
2024,3,202403,서울,2653386,2775386,71231,89887
2024,3,202403,부산,1171982,1298840,28864,36365
2024,3,202403,대구,1034818,1065032,22188,27128
2024,3,202403,인천,1257959,1485670,31077,39367
2024,3,202403,광주,596730,611561,14262,17147
2024,3,202403,대전,592852,619871,14299,17093
2024,3,202403,울산,503399,511591,10443,12888
2024,3,202403,세종,175912,177344,3351,4106
2024,3,202403,경기,5398248,5485156,144539,180796
2024,3,202403,충북,721828,740934,21994,26864
2024,3,202403,충남,958627,974158,30977,37542
2024,3,202403,전남,752681,952599,26760,36396
2024,3,202403,경북,1146891,1162892,36322,43355
2024,3,202403,경남,1479099,1596663,38302,47348
2024,3,202403,제주,327401,595144,10139,17130
2024,3,202403,강원,657898,672367,20564,25271
2024,3,202403,전북,751873,767179,23894,29247
2024,4,202404,서울,2653557,2775054,70840,89501
2024,4,202404,부산,1173644,1301848,28674,36193
2024,4,202404,대구,1034088,1064335,22004,26916
2024,4,202404,인천,1259819,1487498,30801,39101
2024,4,202404,광주,596895,611625,14132,17026
2024,4,202404,대전,593326,620894,14142,16949
2024,4,202404,울산,504117,512277,10365,12832
2024,4,202404,세종,175988,177431,3330,4100
2024,4,202404,경기,5407192,5493588,143155,179394
2024,4,202404,충북,723198,742121,21875,26751
2024,4,202404,충남,961197,976741,30768,37307
2024,4,202404,전남,753866,955259,26575,36351
2024,4,202404,경북,1148249,1164267,36098,43123
2024,4,202404,경남,1480782,1598495,38029,47101
2024,4,202404,제주,327927,597153,10077,17093
2024,4,202404,강원,658664,673050,20441,25147
2024,4,202404,전북,752220,767456,23667,29010
2024,5,202405,서울,2654631,2775671,70385,89070
2024,5,202405,부산,1175654,1305252,28560,36057
2024,5,202405,대구,1034050,1064456,21852,26761
2024,5,202405,인천,1261557,1491331,30643,38988
2024,5,202405,광주,597643,612397,14007,16900
2024,5,202405,대전,594064,622293,14056,16868
2024,5,202405,울산,504793,512957,10360,12811
2024,5,202405,세종,176253,177706,3285,4085
2024,5,202405,경기,5417423,5503637,142191,178423
2024,5,202405,충북,724108,742867,21659,26554
2024,5,202405,충남,963478,978999,30559,37115
2024,5,202405,전남,754902,957483,26452,36280
2024,5,202405,경북,1149647,1165673,35911,42922
2024,5,202405,경남,1483363,1600724,37875,46938
2024,5,202405,제주,328117,597153,10022,17056
2024,5,202405,강원,659518,673914,20326,25034
2024,5,202405,전북,752997,768150,23536,28832
2024,6,202406,서울,2655368,2777421,69960,88620
2024,6,202406,부산,1177893,1308822,28445,35937
2024,6,202406,대구,1035333,1066135,21771,26703
2024,6,202406,인천,1264096,1492940,30558,38913
2024,6,202406,광주,598600,613422,13972,16867
2024,6,202406,대전,594827,624382,14015,16848
2024,6,202406,울산,505464,513646,10315,12765
2024,6,202406,세종,176499,178060,3258,4084
2024,6,202406,경기,5429841,5515985,141618,177858
2024,6,202406,충북,725466,744109,21585,26484
2024,6,202406,충남,965553,980919,30530,37096
2024,6,202406,전남,756342,959029,26346,36193
2024,6,202406,경북,1151401,1167496,35876,42862
2024,6,202406,경남,1486424,1604523,37762,46793
2024,6,202406,제주,328776,598788,9982,17024
2024,6,202406,강원,660515,674957,20277,24978
2024,6,202406,전북,754068,769138,23433,28749
2024,7,202407,서울,2654961,2776926,69262,87858
2024,7,202407,부산,1179091,1311529,28378,35875
2024,7,202407,대구,1035150,1066238,21714,26646
2024,7,202407,인천,1266681,1494571,30470,38795
2024,7,202407,광주,599209,614001,13924,16823
2024,7,202407,대전,595066,625111,13954,16784
2024,7,202407,울산,506200,514411,10291,12719
2024,7,202407,세종,176829,178383,3243,4080
2024,7,202407,경기,5440456,5526414,140989,177291
2024,7,202407,충북,726665,745194,21552,26475
2024,7,202407,충남,967426,982784,30356,36954
2024,7,202407,전남,757903,961328,26245,36067
2024,7,202407,경북,1152984,1169207,35789,42816
2024,7,202407,경남,1489406,1608346,37607,46613
2024,7,202407,제주,329224,600089,9939,16977
2024,7,202407,강원,661429,675855,20161,24880
2024,7,202407,전북,754947,770032,23374,28695
2024,8,202408,서울,2653548,2775503,68798,87386
2024,8,202408,부산,1179982,1313934,28269,35786
2024,8,202408,대구,1034714,1065883,21659,26586
2024,8,202408,인천,1266080,1493827,30170,38557
2024,8,202408,광주,599244,614050,13869,16771
2024,8,202408,대전,595185,625677,13870,16712
2024,8,202408,울산,506585,514837,10276,12719
2024,8,202408,세종,177118,178662,3236,4125
2024,8,202408,경기,5445206,5531139,140396,176749
2024,8,202408,충북,727271,745654,21503,26434
2024,8,202408,충남,968907,984105,30225,36805
2024,8,202408,전남,758808,962807,26186,35835
2024,8,202408,경북,1153719,1169952,35718,42752
2024,8,202408,경남,1490976,1610758,37434,46443
2024,8,202408,제주,329960,599924,9939,16944
2024,8,202408,강원,661891,676179,20084,24802
2024,8,202408,전북,755428,770440,23298,28601
2024,9,202409,서울,2654744,2776237,68326,86874
2024,9,202409,부산,1182311,1318022,28192,35716
2024,9,202409,대구,1035028,1066352,21578,26506
2024,9,202409,인천,1268112,1495534,30056,38499
2024,9,202409,광주,599995,614753,13842,16749
2024,9,202409,대전,595620,626617,13836,16689
2024,9,202409,울산,507316,515536,10268,12703
2024,9,202409,세종,177396,178934,3232,4123
2024,9,202409,경기,5454320,5540242,139810,176243
2024,9,202409,충북,728256,746524,21400,26337
2024,9,202409,충남,971061,986343,30172,36745
2024,9,202409,전남,760083,966707,26097,35747
2024,9,202409,경북,1155128,1171395,35582,42635
2024,9,202409,경남,1493519,1614478,37344,46311
2024,9,202409,제주,330633,600874,9902,16887
2024,9,202409,강원,662710,677038,20029,24726
2024,9,202409,전북,756346,771256,23197,28484
2024,10,202410,서울,2654588,2773641,67859,86305
2024,10,202410,부산,1183768,1320722,28105,35652
2024,10,202410,대구,1035579,1067047,21519,26468
2024,10,202410,인천,1270165,1498956,30035,38617
2024,10,202410,광주,600510,615299,13762,16659
2024,10,202410,대전,596293,627964,13789,16653
2024,10,202410,울산,507932,516238,10222,12658
2024,10,202410,세종,177772,179317,3225,4125
2024,10,202410,경기,5465750,5551623,139102,175498
2024,10,202410,충북,729562,747771,21317,26254
2024,10,202410,충남,972753,988205,30087,36657
2024,10,202410,전남,760975,970165,26010,35551
2024,10,202410,경북,1156265,1172566,35463,42513
2024,10,202410,경남,1496309,1618659,37223,46189
2024,10,202410,제주,331150,602006,9888,16827
2024,10,202410,강원,663557,677797,19952,24649
2024,10,202410,전북,757233,772157,23143,28437
2024,11,202411,서울,2656050,2774447,67447,85922
2024,11,202411,부산,1185961,1324010,27983,35520
2024,11,202411,대구,1037901,1069378,21494,26436
2024,11,202411,인천,1273129,1501156,29986,38601
2024,11,202411,광주,601551,616312,13702,16602
2024,11,202411,대전,597833,629899,13737,16609
2024,11,202411,울산,508757,516998,10214,12648
2024,11,202411,세종,178169,179717,3196,4106
2024,11,202411,경기,5481348,5567267,138582,175052
2024,11,202411,충북,731350,749336,21296,26237
2024,11,202411,충남,975097,990478,30022,36603
2024,11,202411,전남,762440,972725,25988,35454
2024,11,202411,경북,1158156,1174328,35384,42409
2024,11,202411,경남,1499077,1622805,37113,46066
2024,11,202411,제주,331996,603802,9898,16809
2024,11,202411,강원,664153,678357,19839,24543
2024,11,202411,전북,758472,773339,23062,28360
2024,12,202412,서울,2656854,2774805,67085,85529
2024,12,202412,부산,1187450,1327272,27926,35466
2024,12,202412,대구,1038535,1070086,21425,26349
2024,12,202412,인천,1275199,1498923,29862,38445
2024,12,202412,광주,602377,617066,13686,16576
2024,12,202412,대전,598635,630565,13691,16561
2024,12,202412,울산,509223,517478,10163,12600
2024,12,202412,세종,178405,179987,3175,4057
2024,12,202412,경기,5491399,5580880,138056,174726
2024,12,202412,충북,732330,750085,21237,26168
2024,12,202412,충남,976225,991539,29943,36521
2024,12,202412,전남,763663,975280,25879,35342
2024,12,202412,경북,1158525,1174646,35314,42345
2024,12,202412,경남,1500900,1625378,36988,45917
2024,12,202412,제주,332173,604307,9887,16811
2024,12,202412,강원,664774,678904,19757,24439
2024,12,202412,전북,759099,773919,23031,28314
2025,1,202501,서울,2657562,2775365,66864,85229
2025,1,202501,부산,1189066,1334841,27793,35424
2025,1,202501,대구,1038775,1070254,21380,26305
2025,1,202501,인천,1276498,1499580,29702,38258
2025,1,202501,광주,602692,617539,13664,16564
2025,1,202501,대전,599450,632052,13667,16519
2025,1,202501,울산,510100,518390,10139,12587
2025,1,202501,세종,178721,180343,3149,4036
2025,1,202501,경기,5498720,5588729,137664,174303
2025,1,202501,충북,733544,751146,21216,26151
2025,1,202501,충남,978192,993693,29892,36463
2025,1,202501,전남,765215,978060,25840,35204
2025,1,202501,경북,1160163,1176368,35256,42241
2025,1,202501,경남,1503662,1628515,36919,45853
2025,1,202501,제주,332204,599580,9859,16682
2025,1,202501,강원,665741,679950,19699,24392
2025,1,202501,전북,760237,775043,23002,28298
2025,2,202502,서울,2657382,2773986,66458,84776
2025,2,202502,부산,1189595,1335929,27597,35198
2025,2,202502,대구,1037859,1069482,21274,26206
2025,2,202502,인천,1276606,1499852,29572,38106
2025,2,202502,광주,602373,617181,13571,16477
2025,2,202502,대전,599571,632411,13612,16427
2025,2,202502,울산,510204,518443,10089,12558
2025,2,202502,세종,179376,180984,3143,4028
2025,2,202502,경기,5502908,5592675,136921,173631
2025,2,202502,충북,734511,752032,21074,26001
2025,2,202502,충남,979829,995393,29804,36324
2025,2,202502,전남,767285,981120,25758,35059
2025,2,202502,경북,1161714,1177892,35233,42193
2025,2,202502,경남,1505897,1631714,36754,45655
2025,2,202502,제주,331877,599547,9812,16590
2025,2,202502,강원,666237,680432,19603,24273
2025,2,202502,전북,761140,775867,22907,28197
2025,3,202503,서울,2657700,2774761,65924,84193
2025,3,202503,부산,1191040,1338361,27378,34982
2025,3,202503,대구,1037469,1069536,21153,26087
2025,3,202503,인천,1277698,1501933,29456,37993
2025,3,202503,광주,602373,617089,13473,16372
2025,3,202503,대전,599658,632752,13441,16245
2025,3,202503,울산,510316,518535,10028,12518
2025,3,202503,세종,179552,181140,3136,4017
2025,3,202503,경기,5509899,5599177,136068,172707
2025,3,202503,충북,735749,753138,20952,25885
2025,3,202503,충남,981819,997489,29615,36117
2025,3,202503,전남,769067,984246,25617,34875
2025,3,202503,경북,1163261,1179303,35085,42041
2025,3,202503,경남,1508048,1632561,36402,45279
2025,3,202503,제주,331113,600794,9734,16520
2025,3,202503,강원,666742,680842,19433,24092
2025,3,202503,전북,761802,776322,22793,28085
2025,4,202504,서울,2657685,2774168,65451,83714
2025,4,202504,부산,1192674,1340471,27191,34797
2025,4,202504,대구,1035937,1068299,20973,25900
2025,4,202504,인천,1277524,1503198,29031,37592
2025,4,202504,광주,602243,616809,13308,16201
2025,4,202504,대전,599957,633771,13294,16105
2025,4,202504,울산,510841,519031,9969,12460
2025,4,202504,세종,179632,181204,3100,3980
2025,4,202504,경기,5514345,5603287,134415,170979
2025,4,202504,충북,736345,753496,20750,25690
2025,4,202504,충남,982867,998531,29301,35793
2025,4,202504,전남,770408,988410,25486,34785
2025,4,202504,경북,1163933,1179904,34857,41799
2025,4,202504,경남,1509708,1635374,36133,45028
2025,4,202504,제주,330819,602038,9643,16483
2025,4,202504,강원,667347,681375,19329,23998
2025,4,202504,전북,762056,776477,22553,27830
2025,5,202505,서울,2657686,2773311,65046,83316
2025,5,202505,부산,1194743,1342750,27056,34651
2025,5,202505,대구,1035788,1068374,20896,25807
2025,5,202505,인천,1279335,1503222,28870,37385
2025,5,202505,광주,602737,617224,13247,16147
2025,5,202505,대전,600803,635571,13250,16080
2025,5,202505,울산,511059,519244,9911,12430
2025,5,202505,세종,179998,181571,3069,3945
2025,5,202505,경기,5521515,5613156,133376,170012
2025,5,202505,충북,737449,753506,20648,25594
2025,5,202505,충남,984311,999996,29103,35601
2025,5,202505,전남,771737,992185,25366,34718
2025,5,202505,경북,1164813,1180733,34740,41702
2025,5,202505,경남,1511899,1639475,35985,44913
2025,5,202505,제주,331105,603698,9582,16438
2025,5,202505,강원,667805,681893,19261,23933
2025,5,202505,전북,762206,776541,22413,27681
2025,6,202506,서울,2658772,2774627,64561,82865
2025,6,202506,부산,1196465,1343920,26916,34531
2025,6,202506,대구,1035739,1068159,20773,25691
2025,6,202506,인천,1281587,1508780,28767,37306
2025,6,202506,광주,603422,617847,13184,16086
2025,6,202506,대전,601802,636730,13203,16010
2025,6,202506,울산,511765,519913,9879,12389
2025,6,202506,세종,179951,181689,3046,3939
2025,6,202506,경기,5530840,5623220,132785,169422
2025,6,202506,충북,738394,752996,20577,25520
2025,6,202506,충남,985642,1001418,28993,35499
2025,6,202506,전남,772959,995500,25286,34711
2025,6,202506,경북,1165840,1181663,34682,41630
2025,6,202506,경남,1513527,1641779,35825,44714
2025,6,202506,제주,331296,606361,9556,16431
2025,6,202506,강원,668344,682229,19148,23819
2025,6,202506,전북,762944,777029,22318,27564
2025,7,202507,서울,2657829,2773024,64208,82525
2025,7,202507,부산,1198066,1346004,26812,34433
2025,7,202507,대구,1035089,1068087,20700,25633
2025,7,202507,인천,1281906,1509387,28651,37172
2025,7,202507,광주,603076,617533,13124,16015
2025,7,202507,대전,602354,637881,13178,15983
2025,7,202507,울산,512122,520228,9842,12355
2025,7,202507,세종,180165,182223,3015,3901
2025,7,202507,경기,5535585,5627233,131899,168561
2025,7,202507,충북,739587,753928,20490,25436
2025,7,202507,충남,987287,1003132,28863,35379
2025,7,202507,전남,774201,997660,25122,34551
2025,7,202507,경북,1167091,1182861,34535,41493
2025,7,202507,경남,1514603,1646693,35629,44527
2025,7,202507,제주,331366,607763,9489,16371
2025,7,202507,강원,669216,683139,19038,23678
2025,7,202507,전북,763589,776887,22232,27494
2025,8,202508,서울,2657407,2772133,63943,82256
2025,8,202508,부산,1199533,1347597,26707,34328
2025,8,202508,대구,1034545,1068375,20580,25500
2025,8,202508,인천,1281664,1509595,28365,36864
2025,8,202508,광주,603059,617495,13069,15957
2025,8,202508,대전,602477,638633,13137,15946
2025,8,202508,울산,512309,520447,9823,12338
2025,8,202508,세종,180297,182677,2997,3872
2025,8,202508,경기,5538026,5629483,131111,167871
2025,8,202508,충북,740365,754579,20398,25330
2025,8,202508,충남,988701,1004612,28733,35246
2025,8,202508,전남,774630,998554,25050,34383
2025,8,202508,경북,1167737,1183490,34413,41369
2025,8,202508,경남,1515292,1649890,35474,44359
2025,8,202508,제주,331760,608248,9435,16313
2025,8,202508,강원,669539,683231,18954,23587
2025,8,202508,전북,763686,776977,22186,27437
2025,9,202509,서울,2657102,2771577,63409,81652
2025,9,202509,부산,1203065,1350729,26586,34187
2025,9,202509,대구,1032475,1066954,20503,25374
2025,9,202509,인천,1282896,1512287,28228,36760
2025,9,202509,광주,603821,618157,13026,15912
2025,9,202509,대전,602950,639682,13052,15855
2025,9,202509,울산,512687,520811,9789,12290
2025,9,202509,세종,180290,183086,2995,3874
2025,9,202509,경기,5543070,5634955,130337,167064
2025,9,202509,충북,741320,755394,20272,25202
2025,9,202509,충남,989884,1005847,28583,35149
2025,9,202509,전남,775582,1001015,24964,34215
2025,9,202509,경북,1168946,1184767,34326,41337
2025,9,202509,경남,1517740,1655229,35312,44181
2025,9,202509,제주,332808,609046,9440,16337
2025,9,202509,강원,670397,684004,18852,23516
2025,9,202509,전북,763652,776886,22086,27310
2025,10,202510,서울,2655606,2769593,62962,81239
2025,10,202510,부산,1200675,1348284,26449,34058
2025,10,202510,대구,1033381,1068501,20410,25286
2025,10,202510,인천,1285190,1514170,28129,36693
2025,10,202510,광주,603360,617778,12977,15859
2025,10,202510,대전,602919,640215,12984,15780
2025,10,202510,울산,512964,521202,9768,12280
2025,10,202510,세종,180490,183509,2983,3869
2025,10,202510,경기,5543338,5637413,129634,166428
2025,10,202510,충북,741840,755837,20237,25170
2025,10,202510,충남,990430,1006457,28475,35047
2025,10,202510,전남,776310,1002700,24918,34160
2025,10,202510,경북,1169419,1185247,34262,41297
2025,10,202510,경남,1518863,1656636,35172,44016
2025,10,202510,제주,333509,609451,9419,16285
2025,10,202510,강원,670818,684393,18761,23431
2025,10,202510,전북,764151,777407,21964,27197
2025,11,202511,서울,2656694,2769940,62590,80844
2025,11,202511,부산,1202058,1349380,26346,33935
2025,11,202511,대구,1034017,1069917,20354,25227
2025,11,202511,인천,1285826,1513948,28019,36591
2025,11,202511,광주,603685,618050,12948,15830
2025,11,202511,대전,603479,641105,12914,15716
2025,11,202511,울산,513495,521683,9727,12245
2025,11,202511,세종,180580,183776,2967,3861
2025,11,202511,경기,5553570,5650346,129052,165893
2025,11,202511,충북,742743,756691,20150,25072
2025,11,202511,충남,992062,1008131,28351,34918
2025,11,202511,전남,777690,1006110,24886,34091
2025,11,202511,경북,1170593,1186301,34184,41216
2025,11,202511,경남,1519869,1656936,34999,43840
2025,11,202511,제주,334408,614083,9401,16292
2025,11,202511,강원,671423,684912,18721,23389
2025,11,202511,전북,764552,777726,21882,27096
2025,12,202512,서울,2656261,2769086,62231,80454
2025,12,202512,부산,1203900,1350143,26234,33784
2025,12,202512,대구,1035084,1072021,20294,25138
2025,12,202512,인천,1287936,1512449,27865,36352
2025,12,202512,광주,603770,618057,12913,15786
2025,12,202512,대전,603898,641468,12837,15635
2025,12,202512,울산,513681,521879,9658,12180
2025,12,202512,세종,180173,183429,2938,3822
2025,12,202512,경기,5566770,5664063,128463,165357
2025,12,202512,충북,744571,758440,20127,25039
2025,12,202512,충남,993294,1009563,28228,34787
2025,12,202512,전남,778991,1013830,24826,34071
2025,12,202512,경북,1170829,1186501,34120,41127
2025,12,202512,경남,1521201,1659131,34866,43682
2025,12,202512,제주,334698,614691,9382,16270
2025,12,202512,강원,671963,685503,18668,23289
2025,12,202512,전북,765150,778349,21840,27051
