year,month,yyyymm,sido,passenger_newcar,passenger_newimported,van_newcar,van_newimported
2024,9,202409,경남,7355,2734,95,0
2024,9,202409,제주,6382,469,98,0
2024,9,202409,강원,2533,463,54,0
2024,9,202409,전북,2786,513,57,1
2024,10,202410,서울,9616,3716,252,20
2024,10,202410,부산,7040,3374,145,14
2024,10,202410,대구,3244,1274,80,0
2024,10,202410,인천,9589,2891,271,40
2024,10,202410,광주,2402,437,37,0
2024,10,202410,대전,2792,453,63,0
2024,10,202410,울산,2663,241,50,2
2024,10,202410,세종,699,154,34,0
2024,10,202410,경기,24155,4797,586,89
2024,10,202410,충북,3708,426,110,1
2024,10,202410,충남,4699,519,131,2
2024,10,202410,전남,8238,392,126,0
2024,10,202410,경북,4153,456,116,0
2024,10,202410,경남,8797,1917,168,9
2024,10,202410,제주,6715,1245,125,5
2024,10,202410,강원,3134,399,90,0
2024,10,202410,전북,3292,413,86,0
2024,11,202411,서울,9912,4208,237,20
2024,11,202411,부산,6944,3812,161,1
2024,11,202411,대구,3371,1593,45,1
2024,11,202411,인천,9119,3396,182,6
2024,11,202411,광주,2409,501,49,0
2024,11,202411,대전,2929,548,42,0
2024,11,202411,울산,2719,291,56,0
2024,11,202411,세종,704,189,25,0
2024,11,202411,경기,24073,5731,605,78
2024,11,202411,충북,3335,467,79,0
2024,11,202411,충남,4353,590,150,4
2024,11,202411,전남,7700,444,129,0
2024,11,202411,경북,4540,647,131,0
2024,11,202411,경남,8571,2048,142,4
2024,11,202411,제주,7302,608,153,2
2024,11,202411,강원,3097,463,88,1
2024,11,202411,전북,3172,461,90,0
2024,12,202412,서울,9315,4466,264,25
2024,12,202412,부산,7058,3662,170,2
2024,12,202412,대구,2905,1500,61,0
2024,12,202412,인천,9273,3384,148,8
2024,12,202412,광주,2155,506,30,0
2024,12,202412,대전,2294,660,46,0
2024,12,202412,울산,2612,312,97,2
2024,12,202412,세종,692,189,9,0
2024,12,202412,경기,21991,5431,675,272
2024,12,202412,충북,2647,466,70,4
2024,12,202412,충남,3924,551,98,1
2024,12,202412,전남,7399,460,205,4
2024,12,202412,경북,3861,623,107,1
2024,12,202412,경남,8871,2017,113,29
2024,12,202412,제주,6118,624,146,0
2024,12,202412,강원,2649,460,75,23
2024,12,202412,전북,2743,441,97,0
2025,1,202501,서울,8726,2589,180,6
2025,1,202501,부산,6140,2858,102,10
2025,1,202501,대구,3187,922,45,0
2025,1,202501,인천,7714,2289,104,5
2025,1,202501,광주,2143,304,41,0
2025,1,202501,대전,2754,355,38,0
2025,1,202501,울산,2846,192,42,0
2025,1,202501,세종,630,112,10,0
2025,1,202501,경기,21514,3174,452,40
2025,1,202501,충북,3105,272,59,0
2025,1,202501,충남,4303,382,89,3
2025,1,202501,전남,6503,340,106,1
2025,1,202501,경북,4246,455,120,1
2025,1,202501,경남,8901,1581,101,6
2025,1,202501,제주,5609,347,93,0
2025,1,202501,강원,2834,258,74,0
2025,1,202501,전북,2970,313,80,0
2025,2,202502,서울,8444,3383,146,5
2025,2,202502,부산,6317,3403,80,10
2025,2,202502,대구,3051,1075,73,0
2025,2,202502,인천,8253,2713,123,7
2025,2,202502,광주,2242,404,40,1
2025,2,202502,대전,2445,489,34,1
2025,2,202502,울산,2865,257,41,1
2025,2,202502,세종,590,159,10,1
2025,2,202502,경기,21351,4824,449,65
2025,2,202502,충북,3139,491,56,1
2025,2,202502,충남,4347,586,104,3
2025,2,202502,전남,7042,403,112,0
2025,2,202502,경북,4473,577,135,0
2025,2,202502,경남,9112,2010,90,7
2025,2,202502,제주,6221,385,76,0
2025,2,202502,강원,2654,393,54,0
2025,2,202502,전북,3095,448,63,0
2025,3,202503,서울,9182,4163,154,10
2025,3,202503,부산,6586,4143,108,5
2025,3,202503,대구,3410,1513,65,0
2025,3,202503,인천,9757,3090,151,13
2025,3,202503,광주,2244,516,45,1
2025,3,202503,대전,2701,603,47,0
2025,3,202503,울산,2753,296,80,2
2025,3,202503,세종,640,161,10,0
2025,3,202503,경기,22933,5910,565,20
2025,3,202503,충북,3450,554,97,2
2025,3,202503,충남,4694,635,138,1
2025,3,202503,전남,7843,535,115,0
2025,3,202503,경북,4191,684,109,0
2025,3,202503,경남,9074,2570,127,3
2025,3,202503,제주,7093,454,131,0
2025,3,202503,강원,2864,521,95,1
2025,3,202503,전북,3121,518,115,1
2025,4,202504,서울,10204,3641,237,6
2025,4,202504,부산,6705,3728,157,5
2025,4,202504,대구,3561,1353,86,3
2025,4,202504,인천,10844,2932,165,30
2025,4,202504,광주,2343,474,60,0
2025,4,202504,대전,3393,532,49,0
2025,4,202504,울산,3245,274,80,0
2025,4,202504,세종,676,141,7,0
2025,4,202504,경기,24133,4928,497,22
2025,4,202504,충북,3509,434,90,0
2025,4,202504,충남,4743,491,114,1
2025,4,202504,전남,9116,419,172,0
2025,4,202504,경북,4323,545,118,1
2025,4,202504,경남,9139,2012,132,15
2025,4,202504,제주,8757,450,209,0
2025,4,202504,강원,3099,429,101,0
2025,4,202504,전북,3382,403,113,1
2025,5,202505,서울,8894,4679,239,4
2025,5,202505,부산,5742,4159,132,2
2025,5,202505,대구,3331,1610,75,2
2025,5,202505,인천,9519,4048,153,12
2025,5,202505,광주,2244,561,49,0
2025,5,202505,대전,3318,701,61,0
2025,5,202505,울산,2568,335,44,0
2025,5,202505,세종,639,163,10,0
2025,5,202505,경기,21830,6816,507,48
2025,5,202505,충북,3484,639,69,1
2025,5,202505,충남,4307,624,89,0
2025,5,202505,전남,7620,572,143,0
2025,5,202505,경북,3961,663,119,0
2025,5,202505,경남,7970,2645,125,5
2025,5,202505,제주,7260,498,129,3
2025,5,202505,강원,2782,565,79,6
2025,5,202505,전북,2734,433,72,1
2025,6,202506,서울,8816,4764,177,7
2025,6,202506,부산,6021,3933,113,0
2025,6,202506,대구,3344,1696,45,3
2025,6,202506,인천,10194,4305,223,12
2025,6,202506,광주,2203,562,22,0
2025,6,202506,대전,3267,689,47,2
2025,6,202506,울산,2707,355,47,0
2025,6,202506,세종,817,195,28,0
2025,6,202506,경기,22021,6595,418,39
2025,6,202506,충북,3129,457,82,1
2025,6,202506,충남,4046,575,91,2
2025,6,202506,전남,8228,580,172,0
2025,6,202506,경북,4041,723,131,0
2025,6,202506,경남,8433,2246,132,4
2025,6,202506,제주,7349,517,156,2
2025,6,202506,강원,2809,470,84,1
2025,6,202506,전북,2843,467,85,0
2025,7,202507,서울,8273,4038,232,2
2025,7,202507,부산,6674,4143,135,3
2025,7,202507,대구,3728,1715,61,1
2025,7,202507,인천,9931,3932,176,26
2025,7,202507,광주,2177,446,29,0
2025,7,202507,대전,3000,607,34,0
2025,7,202507,울산,2772,305,58,1
2025,7,202507,세종,988,189,4,0
2025,7,202507,경기,22018,6513,472,67
2025,7,202507,충북,3323,410,82,7
2025,7,202507,충남,4367,556,110,1
2025,7,202507,전남,8442,485,145,0
2025,7,202507,경북,4548,707,142,0
2025,7,202507,경남,10013,2773,122,4
2025,7,202507,제주,7907,418,140,0
2025,7,202507,강원,2912,549,72,0
2025,7,202507,전북,3249,464,97,0
2025,8,202508,서울,7060,4460,149,5
2025,8,202508,부산,4620,4218,73,0
2025,8,202508,대구,3119,1802,34,0
2025,8,202508,인천,7649,3961,133,14
2025,8,202508,광주,1837,514,35,0
2025,8,202508,대전,2481,556,21,0
2025,8,202508,울산,2084,351,37,0
2025,8,202508,세종,806,254,6,0
2025,8,202508,경기,18333,6496,435,111
2025,8,202508,충북,2562,458,42,1
2025,8,202508,충남,4187,722,91,0
2025,8,202508,전남,6604,516,60,0
2025,8,202508,경북,3572,674,73,0
2025,8,202508,경남,7606,2259,94,0
2025,8,202508,제주,5855,401,102,0
2025,8,202508,강원,2503,508,52,9
2025,8,202508,전북,2391,463,59,0
2025,9,202509,서울,9247,5247,129,8
2025,9,202509,부산,5489,4780,78,1
2025,9,202509,대구,3601,1868,54,0
2025,9,202509,인천,9697,4751,118,26
2025,9,202509,광주,2385,616,42,0
2025,9,202509,대전,2979,668,25,0
2025,9,202509,울산,2406,443,64,1
2025,9,202509,세종,974,271,15,0
2025,9,202509,경기,23675,7797,451,108
2025,9,202509,충북,3279,666,62,2
2025,9,202509,충남,4298,871,133,2
2025,9,202509,전남,7937,615,112,0
2025,9,202509,경북,4254,990,119,0
2025,9,202509,경남,9656,3438,105,1
2025,9,202509,제주,7832,561,152,0
2025,9,202509,강원,3051,647,91,0
2025,9,202509,전북,3119,611,63,0
2025,10,202510,서울,7296,3999,187,14
2025,10,202510,부산,4804,3407,96,3
2025,10,202510,대구,3008,1632,53,0
2025,10,202510,인천,7123,3356,128,13
2025,10,202510,광주,1708,498,34,0
2025,10,202510,대전,2349,493,34,0
2025,10,202510,울산,2249,282,52,0
2025,10,202510,세종,725,169,17,0
2025,10,202510,경기,19368,5956,443,51
2025,10,202510,충북,2466,460,68,6
2025,10,202510,충남,3493,584,88,1
2025,10,202510,전남,6716,405,123,8
2025,10,202510,경북,3204,609,124,3
2025,10,202510,경남,7131,2363,75,11
2025,10,202510,제주,7014,390,106,0
2025,10,202510,강원,2432,458,70,2
2025,10,202510,전북,2641,513,78,0
2025,11,202511,서울,8710,5145,200,2
2025,11,202511,부산,5640,4666,114,3
2025,11,202511,대구,3794,1837,76,1
2025,11,202511,인천,8053,3781,125,16
2025,11,202511,광주,2049,578,42,1
2025,11,202511,대전,2538,592,26,1
2025,11,202511,울산,2841,481,34,0
2025,11,202511,세종,1003,200,6,0
2025,11,202511,경기,22340,7138,492,43
2025,11,202511,충북,2862,600,65,1
2025,11,202511,충남,4171,726,96,4
2025,11,202511,전남,7971,570,101,3
2025,11,202511,경북,4188,788,90,0
2025,11,202511,경남,8156,2327,143,1
2025,11,202511,제주,8665,526,129,0
2025,11,202511,강원,2732,543,81,18
2025,11,202511,전북,2794,542,62,0
2025,12,202512,서울,8910,4365,254,33
2025,12,202512,부산,5202,3848,121,0
2025,12,202512,대구,4245,1718,69,0
2025,12,202512,인천,10135,4440,170,3
2025,12,202512,광주,2215,540,34,0
2025,12,202512,대전,2432,625,41,0
2025,12,202512,울산,2692,358,37,8
2025,12,202512,세종,719,197,6,0
2025,12,202512,경기,22556,7071,660,92
2025,12,202512,충북,3048,586,93,3
2025,12,202512,충남,4416,735,112,13
2025,12,202512,전남,7870,609,108,0
2025,12,202512,경북,4076,747,116,1
2025,12,202512,경남,8708,2542,101,13
2025,12,202512,제주,7782,502,155,0
2025,12,202512,강원,2814,508,81,0
2025,12,202512,전북,2896,555,89,1
